Vertices
0
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
Edges
0, 0, 1.0
1, 0, 1.0
1, 1, 1.0
2, 1, 1.0
2, 2, 1.0
3, 1, 1.0
3, 2, 1.0
3, 3, 1.0
4, 1, 1.0
4, 2, 1.0
4, 4, 1.0
5, 0, 1.0
5, 1, 1.0
5, 5, 1.0
6, 0, 1.0
6, 1, 1.0
6, 2, 1.0
6, 3, 1.0
6, 4, 1.0
6, 5, 1.0
6, 6, 1.0
7, 1, 1.0
7, 2, 1.0
7, 3, 1.0
7, 4, 1.0
7, 6, 1.0
7, 7, 1.0
8, 1, 1.0
8, 2, 1.0
8, 3, 1.0
8, 6, 1.0
8, 7, 1.0
8, 8, 1.0
9, 1, 1.0
9, 2, 1.0
9, 4, 1.0
9, 6, 1.0
9, 7, 1.0
9, 9, 1.0
10, 5, 1.0
10, 6, 1.0
10, 10, 1.0
11, 5, 1.0
11, 6, 1.0
11, 7, 1.0
11, 8, 1.0
11, 9, 1.0
11, 10, 1.0
11, 11, 1.0
12, 6, 1.0
12, 7, 1.0
12, 8, 1.0
12, 9, 1.0
12, 11, 1.0
12, 12, 1.0
13, 6, 1.0
13, 7, 1.0
13, 8, 1.0
13, 11, 1.0
13, 12, 1.0
13, 13, 1.0
14, 6, 1.0
14, 7, 1.0
14, 9, 1.0
14, 11, 1.0
14, 12, 1.0
14, 14, 1.0
15, 5, 1.0
15, 6, 1.0
15, 10, 1.0
15, 11, 1.0
15, 15, 1.0
16, 5, 1.0
16, 6, 1.0
16, 7, 1.0
16, 8, 1.0
16, 9, 1.0
16, 10, 1.0
16, 11, 1.0
16, 12, 1.0
16, 13, 1.0
16, 14, 1.0
16, 15, 1.0
16, 16, 1.0
17, 6, 1.0
17, 7, 1.0
17, 8, 1.0
17, 9, 1.0
17, 11, 1.0
17, 12, 1.0
17, 13, 1.0
17, 14, 1.0
17, 16, 1.0
17, 17, 1.0
18, 6, 1.0
18, 7, 1.0
18, 8, 1.0
18, 11, 1.0
18, 12, 1.0
18, 13, 1.0
18, 16, 1.0
18, 17, 1.0
18, 18, 1.0
19, 6, 1.0
19, 7, 1.0
19, 9, 1.0
19, 11, 1.0
19, 12, 1.0
19, 14, 1.0
19, 16, 1.0
19, 17, 1.0
19, 19, 1.0
20, 5, 1.0
20, 6, 1.0
20, 10, 1.0
20, 11, 1.0
20, 20, 1.0
21, 5, 1.0
21, 6, 1.0
21, 7, 1.0
21, 8, 1.0
21, 9, 1.0
21, 10, 1.0
21, 11, 1.0
21, 12, 1.0
21, 13, 1.0
21, 14, 1.0
21, 20, 1.0
21, 21, 1.0
22, 6, 1.0
22, 7, 1.0
22, 8, 1.0
22, 9, 1.0
22, 11, 1.0
22, 12, 1.0
22, 13, 1.0
22, 14, 1.0
22, 21, 1.0
22, 22, 1.0
23, 6, 1.0
23, 7, 1.0
23, 8, 1.0
23, 11, 1.0
23, 12, 1.0
23, 13, 1.0
23, 21, 1.0
23, 22, 1.0
23, 23, 1.0
24, 6, 1.0
24, 7, 1.0
24, 9, 1.0
24, 11, 1.0
24, 12, 1.0
24, 14, 1.0
24, 21, 1.0
24, 22, 1.0
24, 24, 1.0
